School Name,School Number,OSSD Credits Offered,Principal Name,Suite,PO Box,Street Address,City,Province,Postal Code,Telephone Number,Fax,Region,School Website,School Level,School Special Conditions Code,Program Type,Association Membership
Webtree Academy,883796,Offers credits toward the Ontario Secondary School Diploma (OSSD),Josephine Herold,,,250 Lesmill Road,North York,Ontario,M3B2T5,416-792-8280,416-792-8272,Central Region,http://webtreeedu.com,Secondary,Not applicable,Site based only,No
Welland Christian Academy,880927,,Adam Rich,,,109 Chaffey Street,Welland,Ontario,L3B2Y6,905-733-8635,,West Region,,Elementary,Not applicable,Site based only,No
Wellington Hall Academy,876976,,Catherine Huntley,,,5420 J9-5420 Highway 6,Guelph,Ontario,N1H6J2,519-823-2278,,West Region,http://www.wellingtonhallacademy.ca,Elementary,Not applicable,Site based only,No
Wells Academy,669203,,Kangxian Zhao,500,,7030 Suite 500,Markham,Ontario,L3R6G2,647-560-6398,,Central Region,wellsacademy.ca,Elem/Sec,Not applicable,Online Only,No
Wesley Christian Academy,875910,,Marjorie Serio,,,22 Heritage Rd,Markham,Ontario,L3P1M4,905-201-8461,905-201-6438,Central Region,http://www.wesleyca.com,Elementary,Not applicable,Site based only,"ACSI, Edvance, OFIS"
West Amish School,887630,,Susan Stoll,,,52141 Glencolin Line,Aylmer,Ontario,N5H2R3,,,West Region,,Elementary,Not applicable,Site based only,No
West Bentinck Amish Parochial School,884981,,Julie Wagler,,,521144 Con 12 3,Elmwood,Ontario,N0G1S0,,,West Region,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
West Hesson Parochial School,889580,,Josiah Weber,,,4303 Line 83 4,Listowel,Ontario,N4W3G9,519-595-8644,,West Region,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
West Montrose Parochial School,888524,,Susanna Bauman,,,543 Katherine Street North,West Montrose,Ontario,N0B2V0,,,West Region,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
West Toronto Preparatory Academy,884787,,Dwayne Mundle,,,590 Rathburn Rd,Etobicoke,Ontario,M9C3T3,,,West Region,Westtorontoprep.com,Secondary,Not applicable,,
Westboro Academy,876194,,Elyane Ruel,,,1000 Brookfield East Road,Ottawa,Ontario,K1V6J1,613-737-9543,613-737-7716,East Region,http://www.westboroacademy.com,Elementary,Not applicable,Site based only,No
Westfield English Language School,669988,,Becky Yin,,,33 Mallard Rd,Toronto,Ontario,M3B1S4,416-613-0289,,Central Region,www.westfieldeducation.ca,Elem/Sec,Not applicable,Site based only,Languages Canada
Westfield Secondary School,667931,Offers credits toward the Ontario Secondary School Diploma (OSSD),Becky Yin,,,33 MALLARD ROAD,TORONTO,Ontario,M3B1S4,416-613-0289,,Central Region,www.westfieldeducation.ca,Elem/Sec,Not applicable,Online/Site Based,No
Westminster Classical Christian Academy,668494,,Brenden Bott,,,9 Hewitt Avenue,Toronto,Ontario,M6R1Y4,416-466-8819,,Toronto Region,www.westminsterclassical.ca,Elementary,Not applicable,Site based only,Association of Christian Schools International
Westside Montessori School,665427,,Liz Bovey,,,95 Bellevue Avenue,Toronto,Ontario,M5T2N8,647-430-5321,,Toronto Region,westsideschool.ca,Elementary,Not applicable,Site based only,CCMA
Westview High School,665007,Offers credits toward the Ontario Secondary School Diploma (OSSD),Ivana Djuric,303,,9030 Leslie Street,Richmond Hill,Ontario,L4B1G2,647-948-5707,,Central Region,www.westviewhs.com,Secondary,All Year Round,Online/Site Based,No
Wharton International Academy,669581,Applied to offer credits toward the Ontario secondary School Diploma (OSSD),Alex Fan,,,9225 Leslie Street,Richmond Hill,Ontario,L4B3H6,514-575-9488,,Toronto Region,,Secondary,Not applicable,Online/Site Based,No
Wheatley School of Montessori Education,883824,Offers credits toward the Ontario Secondary School Diploma (OSSD),Eda Varalli,,,497 Scott Street,St Catharines,Ontario,L2M3X3,905-641-3012,905-641-1443,West Region,www.wheatleyschool.com,Elem/Sec,Not applicable,Site based only,Canadian Council of Montessori Administrators
Whispering Spruce,667764,,Emma Martin,,,88098 McDonald Line 1,Wroxeter,Ontario,N0G2X0,,,West Region,,Elementary,Not applicable,Site based only,Orthodox Mennonite Parochial Schools
Whitby Montessori & Elementary School,669262,,Christine Mayor Miller,,,95 Taunton Road East,Whitby,Ontario,L1R3L3,905-430-8201,905-430-6884,East Region,www.whitbymontessori.ca,Elementary,Not applicable,Site based only,CCMA
White Oaks Montessori School,876968,,Irene Stathoukos,,,1200 Vanier Drive,Mississauga,Ontario,L5H4C7,905-278-4454,905-278-5184,Central Region,https://whiteoaksmontessori.com/,Elementary,Not applicable,Site based only,No
White Pines High School,668763,Offers credits toward the Ontario Secondary School Diploma (OSSD),Tara Teeling,,,1469 PRINCESS ST,Kingston,Ontario,K7M3E9,613-544-8973,613-544-8980,East Region,www.aolccollege.ca,Elem/Sec,All Year Round,Online Only,No
Whitechurch Christian Day School,878804,,Clare Gerber,,,201 Whitechurch Street,Lucknow,Ontario,N0G2H0,519-357-3866,,West Region,,Elementary,Not applicable,Site based only,No
Whitefield Christian Schools,875015,Offers credits toward the Ontario Secondary School Diploma (OSSD),Jill Saunders,,,5808 Finch Ave E,Scarborough,Ontario,M1B4Y6,416-297-1212,416-291-4632,East Region,www.whitefieldchristianschools.ca,Elem/Sec,Not applicable,Site based only,Association of Christian Schools International
Wiarton Forest School,669467,,Tracy Fidler,,,3092 Bruce Road 13,Wiarton,Ontario,N0H2T0,519-373-6951,,Central Region,www.atlastforestschools.com,Elementary,Not applicable,Site based only,No
Wikwemikong High School,663662,Offers credits toward the Ontario Secondary School Diploma (OSSD),Harold Fox,,,34 Henry St,Wikwemikong,Ontario,P0P2J0,705-859-2870,705-859-2407,North Region,www.wbe-education.ca,Secondary,First Nation,Site based only,No
Wildflowers Forest School,668633,,Brandy Schell,,,,Waterloo,Ontario,N2K1K9,519-279-1907,,West Region,www.wildflowersforestschool.ca,Elementary,Not applicable,Site based only,No
Wildhearts: A Prince Edward County Forest and Nature School,669775,,Julie Fowler,,,2590 County Road 15,Picton,Ontario,K0K2T0,647-463-0602,,East Region,www.wildheartsforestandnatureschool.ca,Elementary,Not applicable,Site based only,No
Wildwood Academy,666300,,Robert Hamilton,,,2250 Sheridan Garden Dr,Oakville,Ontario,L6J7T1,905-829-4226,905-829-2318,Central Region,www.wildwoodacademy.com,Elementary,Not applicable,Site based only,Ontario Independant Schools
Wildwood Parochial School,665327,,Rudy Elsie,,,512 Sideroad 5 3,Paisley,Ontario,N0G2N0,,,West Region,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools C/o Levi Frey
William Academy,889106,Offers credits toward the Ontario Secondary School Diploma (OSSD),Heidi Nazer,,,135 King Street West,Cobourg,Ontario,K9A2M7,905-372-1000,,East Region,www.williamacademy.ca,Secondary,All Year Round,Online/Site Based,No
William Academy Scarborough,668187,Offers credits toward the Ontario Secondary School Diploma (OSSD),Heidi Nazer,Unit 200,,3761 Victoria Park Avenue,Scarborough,Ontario,M1W3S3,416-491-6888,416-491-9898,East Region,www.williamacademy.ca,Secondary,Not applicable,Site based only,No
Willow Crest,669670,,Mahion Shetler,,,265470 Maple Dell Road,Norwich,Ontario,N0J1P0,,,West Region,,Elementary,Not applicable,Site based only,No
WillowWood School,883539,Offers credits toward the Ontario Secondary School Diploma (OSSD),"Fred Howe, Joy Kurtz",,,55 Scarsdale Road,Toronto,Ontario,M3B2R3,416-444-7644,416-444-1801,Central Region,www.willowwoodschool.ca,Elem/Sec,All Year Round,Site based only,Ontario Federation of Independent Schools
Willowdale Christian School,887307,,Donna Miles,,,60 Hilda Ave,North York,Ontario,M2M1V5,416-222-1711,416-222-1939,Central Region,www.willowdalechristianschool.org,Elementary,Not applicable,Site based only,Edvance Christian School Association
Willowdale High School,885998,Offers credits toward the Ontario Secondary School Diploma (OSSD),Samih Nassar,5F,,160 Eglinton Avenue East,Toronto,Ontario,M4P3B5,416-642-7092,,Toronto Region,willowdalehighschool.com,Secondary,All Year Round,Online/Site Based,No
Willowgrove Nature School,886633,,Marie Mehak,,,11737 McCowan Road,Stouffville,Ontario,L4A4C3,905-640-2127,,Central Region,,Elementary,Not applicable,Site based only,Ontario Camping Association
Windsor Adventist Elementary School,885355,,Sylvia Clarke,,,5350 Haig Ave,Windsor,Ontario,N8T1K8,519-945-1611,519-945-1611,West Region,,Elementary,Not applicable,Online/Site Based,No
Windsor Islamic High School,881190,Offers credits toward the Ontario Secondary School Diploma (OSSD),Sadaf Rahman Khan,,,1646 Alexis Rd,Windsor,Ontario,N8Y4P4,519-962-2555,,West Region,www.wihs.ca,Secondary,Not applicable,Site based only,Windsor islamic Association
Winfield Parochial School,887420,,Viola Martin,,,7479 Sixth Line 2,Drayton,Ontario,N0G1P0,,,West Region,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
Wingham Baptist Church School,881287,,Gary Fischer,,Box 820,35 John W,Wingham,Ontario,N0G2W0,519-357-1830,,West Region,winghambaptistchurch.ca,Elem/Sec,Not applicable,Site based only,No
Winterbourne Parochial School,887471,,Nancy Rudy,,,1210 Jiggs Hollow Road 2,West Montrose,Ontario,N0B2V0,,,West Region,,Elementary,Not applicable,Site based only,"Waterloo-Wellington-Perth Parochial Schools C/o, Levy Frey"
Wisdom Academy,884327,Offers credits toward the Ontario Secondary School Diploma (OSSD),Lei Qin,,,480 Lawrence Avenue West,North York,Ontario,M5M1C4,437-981-5677,888-908-1055,Toronto Region,www.torontowisdomacademy.com,Secondary,Not applicable,Online/Site Based,No
Wisdom International Academy,885455,Offers credits toward the Ontario Secondary School Diploma (OSSD),Elham bidarmanesh,,,24 Harmony road,Concord,Ontario,L4K5H1,647-640-5459,,Central Region,wisdom international academy.ca,Secondary,Not applicable,Online Only,No
Wise Owl Private School,889201,Offers credits toward the Ontario Secondary School Diploma (OSSD),Natalia Galinskaya,A,,99A Sheppard Avenue W,North York,Ontario,M2N1M4,416-229-2356,416-497-8491,Central Region,www.littleowl.ca,Elem/Sec,Not applicable,Site based only,OFIS
Wish High School,666506,Offers credits toward the Ontario Secondary School Diploma (OSSD),Arezoo Amirrezaee,208,,18 Wynford Dr,North York,Ontario,M3C3S2,647-869-6136,,Toronto Region,www.wishhighschool.ca,Secondary,All Year Round,Online Only,No
Wishing Well Montessori Schools,889679,,Stacey Hobbs,30,,455 Cochrane Dr,Markham,Ontario,L3R9R4,905-470-9751,905-470-0496,Central Region,www.wishingwellschools.com,Elementary,Not applicable,Site based only,CCMA
Wiz Kidz Learning Centre Inc.,666261,Offers credits toward the Ontario Secondary School Diploma (OSSD),Lee Salsberg,204,,545 North Rivermede RD,Concord,Ontario,L4K4H1,416-318-7437,905-760-9495,Central Region,www.wizkidzcentre.com,Secondary,All Year Round,Online/Site Based,Independent and Private Schools Forum (IPSF)
Woodbridge Academy,882467,Applied to offer credits toward the Ontario secondary School Diploma (OSSD),Nunzio Romano,221,,10856 Bayview Ave.,Richmond Hill,Ontario,L4S1L7,647-802-0117,,Central Region,https://woodbridgeacademy.online,Secondary,All Year Round,Online/Site Based,No
Woodland Christian High School,889326,Offers credits toward the Ontario Secondary School Diploma (OSSD),John Van Pelt,,,"1058 Spitzig Road, RR 1",Breslau,Ontario,N0B1M0,519-648-2114,519-648-3402,West Region,http://www.woodland.on.ca,Secondary,Not applicable,Site based only,Edvance Christian Schools Association
Woodland Corners Parochial School,882502,,Eli Martin,,,5334 13th Line 4,Harriston,Ontario,N0G1Z0,,,West Region,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
Woodland Springs Parochial School,875627,,Janelle Weber,,,044037 Southgate Road 4 1,Mount Forest,Ontario,N0G2L0,,,West Region,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools C/o. Levy Frey
Woodside Melody Parochial,881774,,Louella Martin,,,144460 Southgate Road 14 1,Holstein,Ontario,N0G2A0,,,West Region,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools c/o Levi M. Frey
Woodstock Christian School,886173,,Mike VanderKooi,,1597,800 Juliana Drive,Woodstock,Ontario,N4S0A8,519-539-1492,519-539-1893,West Region,http://www.woodstockchristian.ca,Elementary,Not applicable,Site based only,Edvance Christian Schools Association
Woodview Learning Centre,665878,,Flora Ennis,,,69 Flatt Rd,Burlington,Ontario,L7P0T3,905-689-4727,905-689-2474,West Region,www.woodviewlearningcentre.ca,Elementary,Not applicable,Site based only,No
World Life Education Inc,665040,Offers credits toward the Ontario Secondary School Diploma (OSSD),Lubna Zaidi,300,,2896 South Sheridan Way Way,Oakville,Ontario,L6J7T4,416-219-4748,,Central Region,www.worldlifeedu.ca,Secondary,All Year Round,Online/Site Based,No
WorldStrides,665374,Offers credits toward the Ontario Secondary School Diploma (OSSD),Kiersten Teitelbaum,"Suite 901, Centre Tower",,3280 Bloor Street West,Toronto,Ontario,M8X2X3,416-485-1200,,Toronto Region,www.worldstrides.com,Elem/Sec,All Year Round,Online Only,No
Xpert Private High School,669677,Offers credits toward the Ontario Secondary School Diploma (OSSD),Parvinder Gadhok,118,,50 Lacoste Boulevard,Brampton,Ontario,L6P3Z8,647-968-0258,,Central Region,www.xpertlearn.com,Secondary,All Year Round,Online/Site Based,No
Xyna International High School,883487,Offers credits toward the Ontario Secondary School Diploma (OSSD),NITIKA SETHI,300,,60 GILLINGHAM DR,Brampton,Ontario,L6X0Z9,905-460-0100,844-460-0100,Central Region,www.xyna.ca,Secondary,All Year Round,Online/Site Based,No
YIP's Collegiate School,669074,Offers credits toward the Ontario Secondary School Diploma (OSSD),Fatima Dinani,,,7700 Brimley Rd,Markham,Ontario,L3R0E5,905-752-0275,905-940-8992,Central Region,www.yips.com,Secondary,All Year Round,Online/Site Based,Independent Private School Forum (IPSF)
YMCA Academy,666543,Offers credits toward the Ontario Secondary School Diploma (OSSD),Steve Saunders,,,15 Breadalbane Street,Toronto,Ontario,M4Y1C2,416-928-0124,416-926-0212,Toronto Region,www.ymcaacademy.org,Elem/Sec,Not applicable,Site based only,No
Yatton Mennonite Parochial School,887625,,Ruth Ann Frey,,,7279 Third Line 2,Wallenstein,Ontario,N0B2S0,,,West Region,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
Yes! School Gymnasium,885145,,Victoria Khodak,101,,37 Jacob Keffer Parkway,Vaughan,Ontario,L4K5N8,416-997-8585,,Central Region,,Elementary,Not applicable,Site based only,Ontario Nonprofit Network
Yeshiva Bnei Zion of Toronto,882755,,Tzvi N. Reiger,,,44 Champlain Blvd.,Toronto,Ontario,M3H2Z1,416-633-6332,416-633-6704,Central Region,,Elementary,Not applicable,Site based only,Toronto Jewish Board of Education
Yeshiva Darchei Torah Private High Schoo,665282,Offers credits toward the Ontario Secondary School Diploma (OSSD),Edward MCMAHON,,,18 Champlain Blvd,Toronto,Ontario,M3H2Z1,416-782-7974,416-782-7811,Central Region,,Secondary,Not applicable,Site based only,No
Yeshiva Gedolah of Toronto,884928,Offers credits toward the Ontario Secondary School Diploma (OSSD),Adam Myerowitz,,,567 Lawrence Ave W,Toronto,Ontario,M6A1A4,416-789-7153,416-789-3797,Toronto Region,,Secondary,Not applicable,Site based only,PRIVATE
Yeshiva Torah Temimah,665957,Offers credits toward the Ontario Secondary School Diploma (OSSD),Pat Cubellis,,,3199 BATHURST STREET,TORONTO,Ontario,M6A2B2,647-562-7655,,Toronto Region,,Secondary,Not applicable,Online/Site Based,No
Yeshiva Yesodei Hatorah,887633,,Asher Bornstein,,,77 Glen Rush Blvd,Toronto,Ontario,M5N2T8,416-787-1101,416-787-9044,Toronto Region,,Elementary,Not applicable,Site based only,No
Yeshivas Nachalas ZVI,884952,,Nathan Birnbaum,,,475 Lawrence Ave W,Toronto,Ontario,M5M1C6,416-782-8912,416-782-8517,Toronto Region,,Elem/Sec,Not applicable,Site based only,No
Yeshivas Nefesh Dovid,666122,Offers credits toward the Ontario Secondary School Diploma (OSSD),Kenneth Kakon,"B,C,D",,483 Lawrence Avenue West Ave,Toronto,Ontario,M5M1C8,416-630-6220,416-783-8239,Toronto Region,www.nefeshdovid.com,Secondary,All Year Round,Site based only,No
York Academy,668894,Offers credits toward the Ontario Secondary School Diploma (OSSD),Xirezhati Ayitu,108,,124 Cedar Street,Sudbury,Ontario,P3E3L6,416-226-2662,,North Region,,Secondary,Not applicable,Online/Site Based,No
York High School,888280,Offers credits toward the Ontario Secondary School Diploma (OSSD),Wayne Huang,3,,275 Don Park Road,Markham,Ontario,L3R1C2,416-733-8888,905-946-1616,Central Region,www.yorkhighschool.ca,Secondary,Not applicable,Online/Site Based,No
York International Academy,883516,Offers credits toward the Ontario Secondary School Diploma (OSSD),Becky Yin,307,,9555 Yonge Street,Richmond Hill,Ontario,L4C9M5,888-505-2442,,Central Region,yorkacademy.net,Secondary,Not applicable,Online/Site Based,No
"York School, The",880132,Offers credits toward the Ontario Secondary School Diploma (OSSD),David Hamilton,,,1320 Yonge St,Toronto,Ontario,M4T1X2,416-926-1325,416-926-9592,Toronto Region,www.yorkschool.com,Elem/Sec,Not applicable,Site based only,Conference of Accredited Independent Schools
Yorkland High School,884012,Offers credits toward the Ontario Secondary School Diploma (OSSD),Monica Francis,,,3840 Finch Ave East,Toronto,Ontario,M1T3T4,416-773-0005,416-773-0001,East Region,www.yorklandhighschool.com,Secondary,Not applicable,Online/Site Based,No
